К-20,'Станция метро "Нарвская", пл. Стачек, д. 5 - пр. Ветеранов у ул. Пионерстроя'
К-187,ул. Коммуны - Витебский вокзал
К-23,'станция метро "Старая Деревня" (Торфяная дор., д. 6) - Комендантский пр., д. 50, к. 5'
К-290,ст. метро "Московская" - Южное кладбище
К-32,станция метро "Приморская" - станция метро "Ладожская"
К-200,ст. метро "Озерки"-ул. Сантьяго-де-Куба
101,'С.-ПЕТЕРБУРГ, СТ. МЕТРО"СТАРАЯ ДЕРЕВНЯ" - Г. КРОНШТАДТ, ГРАЖДАНСКАЯ УЛ. '
83,АВТОБУСНАЯ СТАНЦИЯ "КИРОВСКИЙ ЗАВОД" - УЛ.ДОБЛЕСТИ
438,'Г.КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - Ж.Д. СТ.САБЛИНО'
87,Ж.-Д. СТАНЦИЯ ЛИГОВО - ПР. МАРШАЛА ЖУКОВА
28,БЕЛОРУССКАЯ УЛ. - ФИНЛЯНДСКИЙ ВОКЗАЛ
37,БЕЛОРУССКАЯ УЛ. - ФИНЛЯНДСКИЙ ВОКЗАЛ
45,АФОНСКАЯ УЛ. - Ж.-Д. СТАНЦИЯ "УДЕЛЬНАЯ"
188,ПУШКИН - ЛЕСНОЕ
96,МАЛАЯ БАЛКАНСКАЯ УЛ. - Ж.-Д. СТАНЦИЯ " ОБУХОВО"
273,'Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - Ж.-Д. СТ. КРАСНОЕ СЕЛО '
392,'Г.КОЛПИНО, ВОКЗАЛ - СОВХОЗ ИМ. ТЕЛЬМАНА'
394,'КОМБИНАТ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ - Г. КОЛПИНО, ВОКЗАЛ'
396А,'СТ. МЕТРО "РЫБАЦКОЕ" - ДОРОГА НА ПОС. МЕТАЛЛОСТРОЙ, Д. 3а'
79,ГЛУХАРСКАЯ УЛ. - СТ. МЕТРО "ЧЕРНАЯ РЕЧКА"
545,'Г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ."- Г. КОММУНАР'
105,АВТОБУСНАЯ СТАНЦИЯ "ПИСКАРЕВКА" - ПЛ. ВОССТАНИЯ
109,'Ж. - Д. СТ. ПЕСОЧНАЯ - САНКТ-ПЕТЕРБУРГ, СТ. МЕТРО "ОЗЕРКИ"'
109А,Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ - РЕНТГЕНОРАДИОЛОГИЧЕСКИЙ ИНСТИТУТ - СТ.МЕТРО "ОЗЕРКИ"
112,'ЛАХТА, ВОКЗАЛ - КОННОЛАХТИНСКИЙ ПР.'
484Ш,'КЕЛОЗИ - РУССКО-ВЫСОЦКОЕ, ШКОЛА'
467,СТ. МЕТРО "УЛ. ДЫБЕНКО" - 53 КМ АВТОМОБИЛЬНАЯ ДОРОГА "КОЛА"
356А,'Г.ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - ЧЕБЫШЕВСКАЯ УЛ., Д.6'
186Ф,'Звездная ул. - г. Пушкин, Красносельское шоссе'
158,А.С. "НАЛИЧНАЯ УЛ." - ПАССАЖИРСКИЙ ПОРТ САНКТ-ПЕТЕРБУРГ "МОРСКОЙ ФАСАД"
183,УЛ. МАРШАЛА ТУХАЧЕВСКОГО - МИКРОРАЙОН "РУЧЬИ"
185,УЛ. СТАСОВОЙ - СТ. МЕТРО ЧКАЛОВСКАЯ
6 АЛ,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ЗИМНЯЯ ПРИСТАНЬ'
469А,'САНКТ-ПЕТЕРБУРГ, СТ. МЕТРО "УЛИЦА ДЫБЕНКО" - ПОСЁЛОК "ПРИЛАДОЖСКИЙ"'
18а,Ул.Стойкости-Ст.м."Ленинский пр."
169,АС "ХАСАНСКАЯ УЛ." - СТ. МЕТРО "БОЛЬШЕВИКОВ"
475А,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОСЕЛОК "ПРИЛАДОЖСКИЙ"'
148,СТ. МЕТРО "ПАРНАС" - АС "УЛ. ЖЕНИ ЕГОРОВОЙ"
К-64,'Гипермаркет "О''Кей" - Ржевская площадь'
111,СТ. МЕТРО "КИРОВСКИЙ ЗАВОД" - УЛ. ДОБЛЕСТИ
139,СТ. МЕТРО"ПАРНАС" - СТ. МЕТРО "ГРАЖДАНСКИЙ ПРОСПЕКТ"
682,'Г. ЛОМОНОСОВ, ВОКЗАЛ - 4-Й КМ БЕТОННОЙ АВТОМОБИЛЬНОЙ ДОРОГИ'
32,БЕЛООСТРОВСКАЯ УЛ.-ТУРИСТСКАЯ УЛ.
62,УЛ.КОСТЮШКО - СТ. МЕТРО "МОСКОВСКИЕ ВОРОТА"
278,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - ДЕР. ОЛЬГИНО'
356-Б,'ЧЕБЫШЕВСКАЯ УЛ., Д. 6 - Г.ПЕТРОДВОРЕЦ, ВОКЗАЛ'
356Б,'ЧЕБЫШЕВСКАЯ УЛ., 6 - ПЕТРОДВОРЕЦ, ВОКЗАЛ'
134Б,АФОНСКАЯ УЛ. - ШКОЛЬНАЯ УЛ.
2А,Ж.-Д. СТ. "ЛИГОВО" - КОМСОМОЛЬСКАЯ ПЛ.
К-1,'станция метро "Нарвская" - наб. канала Грибоедова, 54-56'
К-5,'станция метро "Ладожская" - Караваевская улица,47'
К-176,ТК "МЕГА Парнас"-Кондратьевский пр.
К-67,'Балтийский вокзал - Канонерский о-в, д. 11'
К-179,ст. метро "Старая деревня"-пр. Королева
К-72,'На пересечении пр. Просвещения и ул. Хошимина - ул. Бутлерова, д. 36'
К-16,станция метро "Площадь Александра Невского" -Станция метро "Купчино" 
К-46,ж.-д. станция Ланская - ул. Смольного
К-185,ул. Маршала Тухачевского-Рыбацкий пр.
К-19,'Канонерский о-в, д.11 - наб. кан. Грибоедова, 54-56'
К-76,пр. Королева - БКЗ "Октябрьский"
16А,Карбюраторный завод-Московский вокзал
К-21,'ТК "Заневский каскад 1"-Белорусская ул., д. 16'
К-283,ст. метро "Проспект Просвещения" - Богословское кладбище
К-77,ТК "Заневский каскад 1" - улица Коммуны
К-24,станция метро "Московские ворота" - станция метро "Купчино"
К-284,'пр. Просвещения, д. 87 - ст. метро "Проспект Большевиков"'
К-188,'ст. метро "Озерки"-Токсовская ул., д. 129/1 по Гражданскому пр.'
К-286,'ст.метро "Купчино" - г. Павловск, ул. Обороны'
46А,БЕЛООСТРОВСКАЯ УЛ.  -  СТ. МЕТРО "ГОРЬКОВСКАЯ"
К-27,'Ул. Пилотов, д. 61 станция метро "Ломоносовская"'
К-82,станция метро "Купчино" - Софийская улица угол Димитрова
К-30,'Уральская ул., д. 29, ТЦ "Лента" Богословское кладбище- (Кондратьевский пр., угол пр. Мечникова)'
К-197,ст. метро "Проспект Ветеранов"-Микрорайон "Балтийская Жемчужина"
К-88,станция метро "Проспект Ветеранов" - улица Стойкости
К-36,Сенная площадь - площадь Конституции
К-88А,станция метро "Проспект Ветеранов" - улица Стойкости
К-293,'ст. метро "Купчино" - г. Колпино, Оборонная ул.'
К-37,'Гипермаркет "О''КЕЙ" - Финляндский вокзал'
К-48,станция метро "Нарвская" - Ленинский пр.
К-201,'ст.метро "Звездная"-совхоз им.Тельмана, разворотное кольцо на авт. дороге "Колпино-Ям-Ижора"'
К-293А,'ст. метро "Звездная" - г. Колпино, бульв. Трудящихся'
К-89,станция метро "Проспект Ветеранов" - улица Стойкости
К-39,'станция метро "Московская" Московский пр., д. 197 аэропорт Пулково-1'
К-342,'Станция метро "Московская" (Демонстрационный проезд) г. Пушкин, ул. Ломоносова'
К-202,'ст. мет ро "Звездная"-г. Пушкин,вокзал,шоссе Подбельского'
К-90,'Ржевская пл., д. 1 - Двинская ул., д. 17'
К-206,'ст. метро "черная речка"-ул. Савушкина, д.145'
К-294,'Пос. Новая Ижора, Волховская ул., 1 - г. Пушкин, вокзал, шоссе Подбельского'
К-208,пр. Луначарского-ст.метро "Удельная"
К-344,Рынок "Юнона" - Станция метро "Волковская"
К-40,станция метро "Удельная" - Земской переулок
К-91,станция метро "Пионерская" - Глухарская улица
К-212,пл. Репина-ул. Академика Лебедева
К-41,'станция метро "ул. Васи Алексеева, напротив д. 1 пр. Героев, угол ул. Маршала Захарова'
К-43,станция метро "Московская" (северный проезд ул. Типанова) ул. Доблести
К-92,ТК "Заневский каскад 1" - шоссе Революции
К-345,'Станция метро "Купчино" - Станция метро "Московские ворота", Московский пр., д. 103, лит. Б'
К-44,'Уральская ул., д. 33 2-3-я линии В.О., угол Среднего пр. В.О.'
К-300,'ст. метро " Автово" - Г. Ломоносов, Морская ул.'
358,'Г. ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - ЗАЯЧИЙ РЕМИЗ'
374,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - Г. ПУШКИН, ШОССЕ ПОДБЕЛЬСКОГО'
114,СЧАСТЛИВАЯ УЛ. - СТ.М. "ЕЛИЗАРОВСКАЯ"
187,'УЛ. КОСТЮШКО - Г. ПУШКИН, ВОКЗАЛ'
90,УЛ. КОСТЮШКО - ЮЖНОЕ КЛАДБИЩЕ
95,ПР. АЛЕКСАНДРОВСКОЙ ФЕРМЫ - РОЩИНСКАЯ УЛ.
190,'ЗВЕЗДНАЯ УЛ.-ПОС.ШУШАРЫ,ВИШЕРСКАЯ УЛ.'
71,ДВИНСКАЯ УЛ.- БАЛТИЙСКИЙ ВОКЗАЛ - САДОВАЯ УЛ.- ДВИНСКАЯ УЛ.(КОЛЬЦЕВОЙ) 
50,М.БАЛКАНСКАЯ УЛ. - ТЕАТРАЛЬНАЯ ПЛ.
72,ЗВЕЗДНАЯ УЛ. - СТ. МЕТРО "КИРОВСКИЙ ЗАВОД"
70,ДВИНСКАЯ УЛ. - САДОВАЯ УЛ. - БАЛТИЙСКИЙ ВОКЗАЛ - ДВИНСКАЯ УЛ.
145А,А.С."КИРОВСКИЙ ЗАВОД" - ОКТЯБРЬСКАЯ УЛ.
66,АС "КИРОВСКИЙ ЗАВОД" - КАНОНЕРСКИЙ ОСТРОВ
20,АВТОБУСНАЯ СТАНЦИЯ "КИРОВСКИЙ ЗАВОД" - СТАДИОН "ПИНГВИН"
210,'Г. ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - САНКТ-ПЕТЕРБУРГ, А.С. "КИРОВСКИЙ ЗАВОД"'
13А,'УЛ. КОСТЮШКО - УЛ. ПИЛОТОВ, 61'
351,'ПЕТРОДВОРЕЦ, ВОКЗАЛ - УЛЬЯНОВСКАЯ УЛ.'
49,ДВИНСКАЯ УЛ. - ФИНЛЯНДСКИЙ ВОКЗАЛ
34,ЗВЕЗДНАЯ УЛ. - ПОС. ШУШАРЫ
229,'А.С. "КИРОВСКИЙ ЗАВОД" - СЕРГИЕВО, Ж/Д СТ.'
555,АВТОБУСНАЯ СТАНЦИЯ "УЛ. ЖЕНИ ЕГОРОВОЙ" - 45 КМ А.Д. СПб - ПАРГОЛОВО - ОГОНЬКИ
130,'ЛИГОВО, Ж.-Д. СТ. - СТ. МЕТРО "МОСКОВСКАЯ"'
129,'С.-ПЕТЕРБУРГ, Ж.-Д. СТ. СЕРГИЕВО - ПОС. НОВОСЕЛЬЕ'
326,'Г.КОЛПИНО, ВОКЗАЛ - СТ. М. "КУПЧИНО"'
13,УЛ. КОСТЮШКО - АВИАГОРОДОК
195,СТАНЦИЯ МЕТРО "ПР. ВЕТЕРАНОВ" - ЮЖНОЕ КЛАДБИЩЕ
200,'САНКТ-ПЕТЕРБУРГ, АС "КИРОВСКИЙ ЗАВОД" - Г. ЛОМОНОСОВ, ВОКЗАЛ'
355,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - БУЛЬВ. РАЗВЕДЧИКОВ - Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ'
356,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - УЛ. ШАХМАТОВА'
196,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ЗВЕЗДНАЯ УЛ..'
157,М. БАЛКАНСКАЯ УЛ. - СТ. МЕТРО "ЛОМОНОСОВСКАЯ"
359,'Г. ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - СЕРГИЕВО, Ж/Д СТ.'
56,МАЛАЯ БАЛКАНСКАЯ УЛ. - СТ. МЕТРО "ЛОМОНОСОВСКАЯ"
11,ТРОИЦКОЕ ПОЛЕ - Ж.-Д. СТАНЦИЯ ПРЕДПОРТОВАЯ
488,'С.-ПЕТЕРБУРГ, Ж.-Д. СТ.СЕРГИЕВО - САДОВОДСТВО "КИРОВЕЦ"'
116,ЗВЕЗДНАЯ УЛ. - Б. СМОЛЕНСКИЙ ПР.
39,СТ. МЕТРО "МОСКОВСКАЯ"- АЭРОПОРТ "ПУЛКОВО 1"
39Э,ВЛАДИМИРСКАЯ ПЛОЩАДЬ - АЭРОПОРТ "ПУЛКОВО 1"
115,'АВТОБУСНАЯ СТАНЦИЯ "ПР. АЛЕКСАНДРОВСКОЙ ФЕРМЫ" - ПОС.МЕТАЛЛОСТРОЙ, ФГУП "НИИЭФА"'
165,Ж.-Д. СТ. "ЛИГОВО"  - ОКТЯБРЬСКАЯ УЛ.
186,'ЗВЕЗДНАЯ УЛ. - Г. ПУШКИН, КРАСНОСЕЛЬСКОЕ ШОССЕ'
142,СЧАСТЛИВАЯ УЛ. - УЛ. ДОБЛЕСТИ
162,СЧАСТЛИВАЯ УЛ. - ОСОБАЯ ЭКОНОМИЧЕСКАЯ ЗОНА "НОЙДОРФ"
3,УЛ. КОСТЮШКО - ТЕАТРАЛЬНАЯ ПЛ.
145,А.С. "КИРОВСКИЙ ЗАВОД" - ОКТЯБРЬСКАЯ УЛ.
484,'С.-ПЕТЕРБУРГ, А.С. "КИРОВСКИЙ ЗАВОД" - АНДРЕЕВКА'
484Б,'С.-ПЕТЕРБУРГ, А.С. "КИРОВСКИЙ ЗАВОД" - ДЕР. КЕЛОЗИ'
487,'САНКТ-ПЕТЕРБУРГ, А.С.  КИРОВСКИЙ ЗАВОД - ДЕР. ЗИМИТИЦЫ'
487А,КИПЕНЬ - ЗИМИТИЦЫ
2,Ж.-Д. СТАНЦИЯ ЛИГОВО - ТЕАТРАЛЬНАЯ ПЛ.
115А,'АВТОБУСНАЯ СТАНЦИЯ "ПР. АЛЕКСАНДРОВСКОЙ ФЕРМЫ" - ПОС.МЕТАЛЛОСТРОЙ, ЦЕНТРАЛЬНАЯ УЛ., Д. 9'
142А,СЧАСТЛИВАЯ УЛ. - УЛ. МАРШАЛА ЗАХАРОВА
482А,С.-ПЕТЕРБУРГ. А.С. "КИРОВСКИЙ ЗАВОД" - ДЕР. ЧЕРЕМЫКИНО
482,'С.-ПЕТЕРБУРГ, А.С. "КИРОВСКИЙ ЗАВОД" - ДЕР. ШЕЛКОВО'
31,УЛ. КОСТЮШКО - СТ. МЕТРО "ЕЛИЗАРОВСКАЯ"
482В,'С.-ПЕТЕРБУРГ, А.С. "КИРОВСКИЙ ЗАВОД" - ДЕР. КАСЬКОВО'
475,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - САДОВОДСТВО "ВОСХОД - 1"'
436,А/С "ЖЕНИ ЕГОРОВОЙ" - ДЕР. КЕРРО
331,'Г. КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ПОС. ПОНТОННЫЙ, ПЕРВОМАЙСКАЯ УЛ.'
481,А.С. "КИРОВСКИЙ ЗАВОД" - ДЕР. РОПША
73,СЧАСТЛИВАЯ УЛ. - ПЛ. СТАЧЕК
156,УЛ. КОСТЮШКО - СТ. ПРЕДПОРТОВАЯ
1КР,'Г.КРОНШТАДТ, ЛЕНИНГРАДСКАЯ ПРИСТАНЬ-МАКАРОВСКИЕ ВОРОТА'
53,ТРОИЦКОЕ ПОЛЕ - СТ. МЕТРО "КУПЧИНО" 
366,'Г. КОЛПИНО, ВОКЗАЛ - Г. КОЛПИНО, ВОКЗАЛ '
369,'Г. КОЛПИНО, ВОКЗАЛ - Г. КОЛПИНО, ВОКЗАЛ (КОЛЬЦЕВОЙ)'
370,'Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ"ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - Г.ПАВЛОВСК, ЗВЕРИНИЦКАЯ УЛ.'
327,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - СПБ, СТ.МЕТРО "ПРОЛЕТАРСКАЯ"'
17,АВТОБУСНАЯ СТАНЦИЯ "КИРОВСКИЙ ЗАВОД" - УГОЛЬНАЯ ГАВАНЬ
438З,'Г.КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ЗАВОД "СОКОЛ"'
433,АВТОБУСНАЯ СТАНЦИЯ "УЛ. ЖЕНИ ЕГОРОВОЙ" - ПОС. АГАЛАТОВО
683А,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. КРАСНЫЙ БОР'
684,'Г. ЛОМОНОСОВ, ВОКЗАЛ - 5-Й КМ БЕТОННОЙ ДОРОГИ'
685,'Г.ЛОМОНОСОВ, ВОКЗАЛ - ПОС. КАПОРЬЕ'
685А,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ГЛОБИЦЫ'
686,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ГОРКИ'
686А,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. МУХОВИЦЫ'
686Б,ДЕР.МУХОВИЦЫ -ДЕР. ГОРКИ
687,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ДЕР. ВИЛЬПОВИЦЫ'
694,'г.Ломоносов,вокзал- дер.Лопухинка'
57,МАЛАЯ БАЛКАНСКАЯ УЛ. - СТ. МЕТРО " ВОЛКОВСКАЯ"
159,АВТОБУСНАЯ СТАНЦИЯ "М.БАЛКАНСКАЯ УЛ." - РОЩИНСКАЯ УЛ.
3АЛ,'ОРАНИЕНБАУМСКИЙ ПР. - Г.ЛОМОНОСОВ, ВОКЗАЛ'
6Л,'Г.ЛОМОНОСОВ, ВОКЗАЛ - ШВЕЙЦАРСКАЯ УЛ.'
7Л,'Г. ЛОМОНОСОВ, ВОКЗАЛ - Г. ЛОМОНОСОВ, ВОКЗАЛ'
14,А.С. "КРЕСТОВСКИЙ ОСТРОВ"-СТ. МЕТРО "ВЫБОРГСКАЯ"
35А,ДВИНСКАЯ УЛ. - СТАНЦИЯ МЕТРО"НАРВСКАЯ"
35,КАНОНЕРСКИЙ ОСТРОВ - СТАНЦИЯ МЕТРО"НАРВСКАЯ"
63,УЛ.КОСТЮШКО - СТ.МЕТРО "КУПЧИНО"
191,Р. ОККЕРВИЛЬ - СТ. МЕТРО "ПЕТРОГРАДСКАЯ"
325,'Г.КОЛПИНО, ВОКЗАЛ - Г. ПАВЛОВСК, Ж/Д ВОКЗАЛ '
332,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. САПЕРНЫЙ, МЕБЕЛЬНЫЙ КОМБИНАТ '
361,ЗАВОДСКОЙ ПР. - ЗАВОДСКОЙ ПР. (КОЛЬЦЕВОЙ)
362,ЗАВОДСКОЙ ПР. - ЗАВОДСКОЙ ПР. (КОЛЬЦЕВОЙ)
371,'г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - ЕКАТЕРИНИНСКИЙ ДВОРЕЦ'
373,'Г. ПУШКИН,АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - ГУММОЛОСАРЫ'
378,'Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - Ж.-Д. СТ. АЛЕКСАНДРОВСКАЯ '
379,'Г.ПАВЛОВСК, ВОКЗАЛ - УЛ. ОБОРОНЫ'
380,'Г. ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - СТАРОГАТЧИНСКОЕ ШОССЕ, Д.2'
383,'Г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - Г.ПАВЛОВСК, ЗВЕРИНИЦКАЯ УЛ.'
348,'Г. ЛОМОНОСОВ, ВОКЗАЛ - ПТИЦЕФАБРИКА "КРАСНЫЕ ЗОРИ"'
384,'Г.ПУШКИН,АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - МОСКОВСКОЕ ШОССЕ'
386,'Г.КОЛПИНО,ВОКЗАЛ - Г. КОЛПИНО, ОБОРОННАЯ УЛ.'
167,А/С "ЖЕНИ ЕГОРОВОЙ" - САДОВОДСТВО "КЛИМОВЕЦ"
387,'Г.КОЛПИНО, ВОКЗАЛ - ЗАГОРОДНАЯ УЛ.'
389,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - ЗАГОРОДНАЯ УЛ.'
390,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - Г. КОЛПИНО, ВОКЗАЛ'
54,МАЛАЯ БАЛКАНСКАЯ УЛ. - ПЛ. ПРОЛЕТАРСКОЙ ДИКТАТУРЫ
59,ЗВЕЗДНАЯ УЛ. - СТ.М."БУХАРЕСТСКАЯ"
64,Звездная ул. - ж.-д. платформа Воздухоплавательный парк
64А,Звездная ул. - Рощинская ул.
76,Ж.-Д.СТ.МОСКОВСКАЯ СОРТИРОВОЧНАЯ - МОСКОВСКИЙ ВОКЗАЛ
120,СТ. МЕТРО "СТАРАЯ ДЕРЕВНЯ" - ГОРСКОЕ КЛАДБИЩЕ
84,Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ - ПОС. НОВОСЕЛКИ
352,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - УНИВЕРСИТЕТ, УЛЬЯНОВСКАЯ УЛ.'
91,Ж.- Д.СТ. СОРТИРОВОЧНАЯ - МОСКОВСКИЙ ВОКЗАЛ 
493,Г.ПАВЛОВСК - ПОС.АННОЛОВО
94,АВТОБУСНАЯ СТАНЦИЯ "РУЧЬИ" - СТ. МЕТРО "ЧЁРНАЯ РЕЧКА"
347,'Г. ЛОМОНОСОВ, ВОКЗАЛ - КЛАДБИЩЕ "ИЛИКИ"'
540,'Г.КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. НИКОЛЬСКОЕ, ЗАВОД "СОКОЛ"'
544,'Г.КОЛПИНО, ВОКЗАЛ-СОВХОЗ "ИМ.ТЕЛЬМАНА" - ПОС.ВОЙСКОРОВО'
144,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ОКТЯБРЬСКАЯ УЛ.
477,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ВИЛЛОЗИ
547,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ТЕРВОЛОВО
146,СТ. КРАСНОЕ СЕЛО - ОКТЯБРЬСКИЙ ГОРОДОК
147,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ЗАРЕЧНАЯ УЛ.
454,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ДЯТЛИЦЫ
454А,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ГЛЯДИНО
149,'Ж.-Д.СТАНЦИЯ КРАСНОЕ СЕЛО-ГЕОЛОГИЧЕСКАЯ УЛ., 75'
149А,Ж.-Д. СТ. КРАСНОЕ СЕЛО - УЛ. СПИРИНА
442,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. АННИНО
458,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. РАЗБЕГАЕВО
442А,'САНКТ-ПЕТЕРБУРГ, Ж.-Д. СТ. ГОРЕЛОВО - ДЕР. АННИНО'
104,АВТОБУСНАЯ СТАНЦИЯ  "УЛ. ЖЕНИ ЕГОРОВОЙ" - СТ. МЕТРО "ПАРНАС"
98,АВТОБУСНАЯ СТАНЦИЯ " ПР. КУЛЬТУРЫ"- СТ. МЕТРО "ЧЕРНАЯ РЕЧКА" 
335,'Г. КОЛПИНО, ЛЕНИНГРАДСКАЯ УЛ. - ДОРОГА НА ПОС. МЕТАЛЛОСТРОЙ, Д.3а'
176, АВТОСТАНЦИЯ "РУЧЬИ" - СУЗДАЛЬСКИЙ ПР.
567,А/С "ЖЕНИ ЕГОРОВОЙ" - ПОС. АГАЛАТОВО - ПОС. ЕЛИЗАВЕТИНКА
60,ПРИДОРОЖНАЯ АЛЛЕЯ - СТ. МЕТРО "ЛЕСНАЯ"
108,АВТОБУСНАЯ СТАНЦИЯ "КИРОВСКИЙ ЗАВОД" - ВОЛХОНСКОЕ ШОССЕ
41,УЛ.КОРАБЛЕСТРОИТЕЛЕЙ-СТ.МЕТРО"ВАСИЛЕОСТРОВСКАЯ"- УЛ.КОРАБЛЕСТРОИТЕЛЕЙ 
42,УЛ.КОРАБЛЕСТРОИТЕЛЕЙ - СТ.МЕТРО "ВАСИЛЕОСТРОВСКАЯ" - УЛ.КОРАБЛЕСТРОИТЕЛЕЙ
47,УЛ. КОРАБЛЕСТРОИТЕЛЕЙ - УНИВЕРСИТЕТСКАЯ НАБ.
161,УЛ. ПОДВОЙСКОГО - УЛ. ДЖОНА РИДА
44,РЕПИЩЕВА УЛ. - СТ. МЕТРО "УДЕЛЬНАЯ"
151,НАЛИЧНАЯ УЛ. - БОЛЬШОЙ ПР. В.О.- ПР. КИМа - НАЛИЧНАЯ УЛ.(КОЛЬЦЕВОЙ)
152,'НАЛИЧНАЯ УЛ. - ПР. КИМа - БОЛЬШОЙ ПР. В.О. - НАЛИЧНАЯ УЛ.,(КОЛЬЦЕВОЙ)'
179,'Г. ПАВЛОВСК, ВОКЗАЛ - ЗВЕЗДНАЯ УЛ.'
181,УЛ.МАРШАЛА ТУХАЧЕВСКОГО - ПЛ. РЕПИНА
97,ТРОИЦКОЕ ПОЛЕ - УЛ. КОЛЛОНТАЙ
336,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ПОС. ПОНТОННЫЙ, ШЛИССЕЛЬБУРГСКОЕ ШОССЕ'
337,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - ДОРОГА НА ПОС. МЕТАЛЛОСТРОЙ, Д.3а'
338,'Г. ПАВЛОВСК, ВОКЗАЛ - ПОС. ДИНАМО '
364,'Г. КОЛПИНО, ЗАВОДСКОЙ ПР. - КОМБИНАТ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ'
458А,Ж.-Д. СТ. ГОРЕЛОВО - ДЕР. ИННОЛОВО
458Б,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. ИННОЛОВО
443,Ж.-Д. СТ. КРАСНОЕ СЕЛО - ДЕР. РОПША
129А,'Ж.-Д. СТ. СЕРГИЕВО - УЛ. КАЛИНИНА, 51'
461,Ж.-Д. СТ. СЕРГИЕВО - ДЕР. АННИНО
462,Ж.-Д. СТ. СЕРГИЕВО - СТРЕЛЬНИНСКИЙ ЛЕСОПИТОМНИК
357,'Г. ПЕТРОДВОРЕЦ, УНИВЕРСИТЕТ - Ж.-Д. СТАНЦИЯ СТАРЫЙ ПЕТЕРГОФ'
357А,Г. ПЕТРОДВОРЕЦ. ВОКЗАЛ - ПТИЦЕФАБРИКА "КРАСНЫЕ ЗОРИ"
344,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - ОАО "ПЕТЕРГОФАВТОТРАНС" (СЕЗОННЫЙ)'
